Creditor_Name ,Invoice Line Amount,Payment_Date,Expenditure Category/Description,LA Department
CAREPOINT SERVICES LIMITED,727.0600000000001,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,753.37,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,690.23,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,753.44,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,690.25,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,584.78,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,758.65,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,653.38,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,1027.14,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,637.58,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,674.41,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,510.98,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,711.28,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,521.64,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,974.44,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,684.96,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,632.35,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,963.96,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,1585.53,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,553.1,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,637.38,45376,Greenwich Home Support,Health and Adult Services
CAREPOINT SERVICES LIMITED,505.83,45376,Greenwich Home Support,Health and Adult Services
